,address,zip,units,cost,year,city,state,DIST01,DIST02,DIST03,DIST04,DIST05,DIST06,DIST07,DIST08,DIST09,DIST10,DIST11,DIST12,DIST13,DIST14,DIST15,DIST16,DIST17,DIST18,DIST19,big_address,Address,LAT,LON
94,1071 CLAYTON LN,787230000,230,206530.434783,1984,Austin,TX,G10,N14,L46,P01,C10,J05,S01,T41,,,,A01,,,,B05,ALL,ACC,CA4,"1071 CLAYTON LN, Austin, TX, 787230000","1071 CLAYTON LN, Austin, TX, 787230000",30.318909,-97.70309
95,11350 FOUR POINTS DR,787260000,229,393065.502183,2001,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA6,"11350 FOUR POINTS DR, Austin, TX, 787260000","11350 FOUR POINTS DR, Austin, TX, 787260000",30.40335,-97.84633
96,115 SANDRA MURAIDA WAY,787030000,229,500449.725764,2009,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"115 SANDRA MURAIDA WAY, Austin, TX, 787030000","115 SANDRA MURAIDA WAY, Austin, TX, 787030000",30.267258,-97.75505
97,11500 JOLLYVILLE RD,787590000,226,232562.30531,1994,Austin,TX,G17,N14,L50,P03,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"11500 JOLLYVILLE RD, Austin, TX, 787590000","11500 JOLLYVILLE RD, Austin, TX, 787590000",30.414167,-97.74769
98,501 STASSNEY LN,787450000,226,268213.986726,2006,Austin,TX,G35,N21,L51,P04,C10,J03,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"501 STASSNEY LN, Austin, TX, 787450000","501 STASSNEY LN, Austin, TX, 787450000",30.202356,-97.77111
99,9501 FM 620 RD,787260000,226,,,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA6,"9501 FM 620 RD, Austin, TX, 787260000","9501 FM 620 RD, Austin, TX, 787260000",30.4350821571,-97.8403287646
100,10610 MORADO CIR,787590000,225,,,Austin,TX,G10,N14,L49,P03,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"10610 MORADO CIR, Austin, TX, 787590000","10610 MORADO CIR, Austin, TX, 787590000",30.404282,-97.752
101,420 SLAUGHTER LN,787480000,225,199877.928889,2006,Austin,TX,G35,N25,L48,P04,C10,J03,S01,T46,,,Q00,A01,Q04,,,B05,ALL,ACC,CA2,"420 SLAUGHTER LN, Austin, TX, 787480000","420 SLAUGHTER LN, Austin, TX, 787480000",30.170778,-97.79735
102,2600 GRACY FARMS LN,787580000,224,260754.464286,1995,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"2600 GRACY FARMS LN, Austin, TX, 787580000","2600 GRACY FARMS LN, Austin, TX, 787580000",30.403828,-97.71075
103,110 SAN ANTONIO ST,787010000,223,,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"110 SAN ANTONIO ST, Austin, TX, 787010000","110 SAN ANTONIO ST, Austin, TX, 787010000",30.2652964432,-97.7489129326
104,1600 BARTON SPRINGS RD,787040000,223,380661.0,2010,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1600 BARTON SPRINGS RD, Austin, TX, 787040000","1600 BARTON SPRINGS RD, Austin, TX, 787040000",30.262142,-97.761665
105,2501 WICKERSHAM LN,787410000,223,186039.686099,1986,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D23,,,,A01,,,,B05,ALL,ACC,CA3,"2501 WICKERSHAM LN, Austin, TX, 787410000","2501 WICKERSHAM LN, Austin, TX, 787410000",30.225285,-97.72466
106,2901 BARTON SKWY,787460000,223,200878.116592,1977,Austin,TX,G21,N14,L48,P03,C10,J03,S04,,,,Q00,A01,Q05,,,B05,ALL,ACC,CA8,"2901 BARTON SKWY, Austin, TX, 787460000","2901 BARTON SKWY, Austin, TX, 787460000",30.259985,-97.78876
107,2717 LAMAR BLVD,787040000,222,371957.531532,2014,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"2717 LAMAR BLVD, Austin, TX, 787040000","2717 LAMAR BLVD, Austin, TX, 787040000",30.244623,-97.78087
108,2100 SAN ANTONIO ST,787050000,221,401392.941176,2016,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2100 SAN ANTONIO ST, Austin, TX, 787050000","2100 SAN ANTONIO ST, Austin, TX, 787050000",30.2841734877,-97.7430035892
109,2239 CROMWELL CIR,787410000,221,148949.316742,1984,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D22,,,,A01,,,,B05,ALL,ACC,CA3,"2239 CROMWELL CIR, Austin, TX, 787410000","2239 CROMWELL CIR, Austin, TX, 787410000",30.229868,-97.71951
110,51 RAINEY ST,787010000,221,494059.9819,2013,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"51 RAINEY ST, Austin, TX, 787010000","51 RAINEY ST, Austin, TX, 787010000",30.25745,-97.73928
111,7500 IH 35,787450000,221,282667.0,,Austin,TX,G35,N21,L48,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA2,"7500 IH 35, Austin, TX, 787450000","7500 IH 35, Austin, TX, 787450000",30.1815086112,-97.7771073434
112,13021 LEGENDARY DR,787270000,220,310404.545455,2002,Austin,TX,G17,N14,L50,P02,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"13021 LEGENDARY DR, Austin, TX, 787270000","13021 LEGENDARY DR, Austin, TX, 787270000",30.43485,-97.73131
113,8818 TRAVIS HILLS DR,787350000,220,,,Austin,TX,G21,N24,L47,P03,C10,J03,S01,T47,,,Q06,A01,Q10,,,B05,ALL,ACC,CA8,"8818 TRAVIS HILLS DR, Austin, TX, 787350000","8818 TRAVIS HILLS DR, Austin, TX, 787350000",30.258509,-97.89088
114,11441 IH 35,787530000,219,,,Austin,TX,G10,N14,L50,P01,C10,J01,S01,T41,,,,A01,,,,B10,ALL,ACC,CA1,"11441 IH 35, Austin, TX, 787530000","11441 IH 35, Austin, TX, 787530000",30.3795628562,-97.6741653965
115,1200 BARTON HILLS DR,787040000,219,207050.228311,1974,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1200 BARTON HILLS DR, Austin, TX, 787040000","1200 BARTON HILLS DR, Austin, TX, 787040000",30.26172,-97.77277
116,15835 FOOTHILL FARMS LOOP,786600000,218,245747.706422,2002,Austin,TX,G17,N14,L46,P01,C04,J02,S13,,,E02,,,,,,B10,ALL,AC2,,"15835 FOOTHILL FARMS LOOP, Austin, TX, 786600000","15835 FOOTHILL FARMS LOOP, Austin, TX, 786600000",30.448284,-97.65178
117,412 WILLIAM CANNON DR,787450000,218,144760.940367,1984,Austin,TX,G35,N21,L51,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA2,"412 WILLIAM CANNON DR, Austin, TX, 787450000","412 WILLIAM CANNON DR, Austin, TX, 787450000",30.192125,-97.7756
118,4600 SETON CENTER PKWY,787590000,218,283853.211009,1995,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"4600 SETON CENTER PKWY, Austin, TX, 787590000","4600 SETON CENTER PKWY, Austin, TX, 787590000",30.40274,-97.7425
119,1003 JUSTIN LN,787570000,217,167481.410138,1985,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"1003 JUSTIN LN, Austin, TX, 787570000","1003 JUSTIN LN, Austin, TX, 787570000",30.337313,-97.72082
120,1200 BROADMOOR DR,787230000,217,187211.981567,1978,Austin,TX,G25,N14,L46,P01,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA4,"1200 BROADMOOR DR, Austin, TX, 787230000","1200 BROADMOOR DR, Austin, TX, 787230000",30.31134,-97.70691
121,2301 MOPAC EXPY,787460000,217,,,Austin,TX,G21,N14,L48,P03,C10,J03,S04,,,,Q00,A01,Q05,,,B05,ALL,ACC,CA8,"2301 MOPAC EXPY, Austin, TX, 787460000","2301 MOPAC EXPY, Austin, TX, 787460000",30.2566736478,-97.7993919961
122,2900 MANOR RD,787220000,217,320626.728111,2014,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA9,"2900 MANOR RD, Austin, TX, 787220000","2900 MANOR RD, Austin, TX, 787220000",30.285557,-97.71107
123,2900 SUNRIDGE DR,787410000,216,140084.364815,1999,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D23,,,,A01,,,,B05,ALL,ACC,CA3,"2900 SUNRIDGE DR, Austin, TX, 787410000","2900 SUNRIDGE DR, Austin, TX, 787410000",30.220322,-97.72626
124,3625 DUVAL RD,787590000,214,270930.642991,1996,Austin,TX,G17,N14,L50,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"3625 DUVAL RD, Austin, TX, 787590000","3625 DUVAL RD, Austin, TX, 787590000",30.411245,-97.721176
125,4900 OLTORF ST,787410000,214,217403.037383,2001,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D22,,,,A01,,,,B05,ALL,ACC,CA3,"4900 OLTORF ST, Austin, TX, 787410000","4900 OLTORF ST, Austin, TX, 787410000",30.222647,-97.72194
126,8700 BRODIE LN,787450000,214,,,Austin,TX,G25,N14,L48,P03,C10,J03,S01,T47,,,Q00,A01,Q04,,,B05,ALL,ACC,CA8,"8700 BRODIE LN, Austin, TX, 787450000","8700 BRODIE LN, Austin, TX, 787450000",30.196531,-97.84159
127,4100 JACKSON AVE,787310000,213,,,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA10,"4100 JACKSON AVE, Austin, TX, 787310000","4100 JACKSON AVE, Austin, TX, 787310000",30.315891,-97.75505
128,9900 MC NEIL DR,787500000,213,231983.521127,2008,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA10,"9900 MC NEIL DR, Austin, TX, 787500000","9900 MC NEIL DR, Austin, TX, 787500000",30.392256,-97.83515
129,1200 PARMER LN,787530000,212,305683.962264,2013,Austin,TX,G17,N14,L50,P02,C10,J01,S13,,,,,A01,,,,B10,ALL,ACC,CA7,"1200 PARMER LN, Austin, TX, 787530000","1200 PARMER LN, Austin, TX, 787530000",30.3957827807,-97.653749471
130,14100 THERMAL DR,787280000,212,163419.811321,1985,Austin,TX,G17,N14,L50,P02,CEJ,J02,S13,,M21,E02,,A01,,,L02,B10,ALL,AC2,,"14100 THERMAL DR, Austin, TX, 787280000","14100 THERMAL DR, Austin, TX, 787280000",30.43323,-97.67636
131,1630 WELLS BRANCH PKWY,787280000,212,286613.207547,2008,Austin,TX,G17,N14,L50,P02,CEJ,J02,S13,,M21,E02,,A01,,,L02,B10,ALL,,,"1630 WELLS BRANCH PKWY, Austin, TX, 787280000","1630 WELLS BRANCH PKWY, Austin, TX, 787280000",30.440044,-97.67022
132,3001 ESPERANZA XING,787580000,212,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"3001 ESPERANZA XING, Austin, TX, 787580000","3001 ESPERANZA XING, Austin, TX, 787580000",30.398859,-97.72089
133,413 SWENSON FARMS BLVD,786600000,211,190519.369668,2008,Austin,TX,G17,N14,L46,P01,C04,J02,S13,,,E02,,,,,,B10,ALL,AC2,,"413 SWENSON FARMS BLVD, Austin, TX, 786600000","413 SWENSON FARMS BLVD, Austin, TX, 786600000",30.446932,-97.63302
134,1215 SLAUGHTER LN,787480000,209,220372.291866,2002,Austin,TX,G35,N25,L48,P04,C10,J03,S01,T46,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"1215 SLAUGHTER LN, Austin, TX, 787480000","1215 SLAUGHTER LN, Austin, TX, 787480000",30.173794,-97.81449
135,1781 SPYGLASS DR,787460000,209,319401.913876,1981,Austin,TX,G21,N14,L48,P03,C10,J03,S04,,,,Q00,A01,Q05,,,B05,ALL,ACC,CA8,"1781 SPYGLASS DR, Austin, TX, 787460000","1781 SPYGLASS DR, Austin, TX, 787460000",30.25879,-97.790985
136,2005 WILLOW CREEK DR,787410000,209,191578.947368,1974,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2005 WILLOW CREEK DR, Austin, TX, 787410000","2005 WILLOW CREEK DR, Austin, TX, 787410000",30.23291,-97.72895
137,7201 FM 2222 RD,787300000,208,,,Austin,TX,G25,N14,L47,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"7201 FM 2222 RD, Austin, TX, 787300000","7201 FM 2222 RD, Austin, TX, 787300000",30.3704122713,-97.8026978455
138,12101 DESSAU RD,787540000,207,257487.922705,2007,Austin,TX,G10,N14,L50,P01,C10,J01,S11,,,,,A01,,,,B10,ALL,ACC,CA1,"12101 DESSAU RD, Austin, TX, 787540000","12101 DESSAU RD, Austin, TX, 787540000",30.382366,-97.651115
139,3501 FM 620 RD,787380000,207,,,Austin,TX,G25,N24,L47,P03,C19,J03,S09,,,E06,Q06,,Q07,,,B10,ALL,,,"3501 FM 620 RD, Austin, TX, 787380000","3501 FM 620 RD, Austin, TX, 787380000",30.3245355951,-97.9575133473
140,701 CENTER RIDGE DR,787530000,207,220262.333333,2007,Austin,TX,G17,N14,L50,P01,C10,J01,S13,,,,,A01,,,,B10,ALL,ACC,CA7,"701 CENTER RIDGE DR, Austin, TX, 787530000","701 CENTER RIDGE DR, Austin, TX, 787530000",30.415018,-97.66753
141,811 11TH ST,787020000,207,,,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"811 11TH ST, Austin, TX, 787020000","811 11TH ST, Austin, TX, 787020000",30.270275,-97.732315
142,8515 IH 35,787440000,207,,,Austin,TX,G35,N21,L48,P04,C10,J04,S01,T46,,,,A01,,,,B05,ALL,ACC,CA2,"8515 IH 35, Austin, TX, 787440000","8515 IH 35, Austin, TX, 787440000",30.1708460863,-97.7830789481
143,12041 DESSAU RD,787540000,206,307393.203883,2003,Austin,TX,G10,N14,L50,P01,C10,J01,S11,,,,,A01,,,,B10,ALL,ACC,CA1,"12041 DESSAU RD, Austin, TX, 787540000","12041 DESSAU RD, Austin, TX, 787540000",30.380287,-97.653076
144,3809 CONGRESS AVE,787040000,206,,,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"3809 CONGRESS AVE, Austin, TX, 787040000","3809 CONGRESS AVE, Austin, TX, 787040000",30.226496,-97.76196
145,4201 MONTEREY OAKS BLVD,787490000,206,309420.247573,1995,Austin,TX,G21,N14,L48,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA8,"4201 MONTEREY OAKS BLVD, Austin, TX, 787490000","4201 MONTEREY OAKS BLVD, Austin, TX, 787490000",30.228086,-97.832855
146,10320 BOULDER LN,787260000,205,316761.365854,2000,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA6,"10320 BOULDER LN, Austin, TX, 787260000","10320 BOULDER LN, Austin, TX, 787260000",30.42982,-97.83737
147,11301 FARRAH LN,787480000,204,,,Austin,TX,G21,N25,L47,P03,C10,J03,S01,T46,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"11301 FARRAH LN, Austin, TX, 787480000","11301 FARRAH LN, Austin, TX, 787480000",30.14158,-97.79978
148,14000 THE LAKES BLVD,786600000,204,241583.333333,2012,Austin,TX,G17,N14,L46,P01,CEJ,J01,S13,,M23,E02,,A01,,,,B10,ALL,AC2,,"14000 THE LAKES BLVD, Austin, TX, 786600000","14000 THE LAKES BLVD, Austin, TX, 786600000",30.4247257327,-97.6650298667
149,2500 UNIVERSITY AVE,787050000,204,18712.2382353,1955,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2500 UNIVERSITY AVE, Austin, TX, 787050000","2500 UNIVERSITY AVE, Austin, TX, 787050000",30.291098,-97.739006
150,800 38TH ST,787050000,204,76181.2745098,1997,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA9,"800 38TH ST, Austin, TX, 787050000","800 38TH ST, Austin, TX, 787050000",30.3044606708,-97.7414795312
151,8801 FM 620 RD,787260000,204,171751.615686,1998,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA6,"8801 FM 620 RD, Austin, TX, 787260000","8801 FM 620 RD, Austin, TX, 787260000",30.4275894205,-97.8430311156
152,12113 METRIC BLVD,787580000,203,268837.438424,1994,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"12113 METRIC BLVD, Austin, TX, 787580000","12113 METRIC BLVD, Austin, TX, 787580000",30.403486,-97.69958
153,500 STASSNEY LN,787450000,203,230183.448276,1999,Austin,TX,G35,N21,L51,P04,C10,J03,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"500 STASSNEY LN, Austin, TX, 787450000","500 STASSNEY LN, Austin, TX, 787450000",30.2021597771,-97.7706361682
154,4800 STEINER RANCH BLVD,787320000,202,356920.792079,2015,Austin,TX,G25,N14,L47,P02,CEJ,J02,S10,,,E06,,A01,,,,B10,ALL,ACC,,"4800 STEINER RANCH BLVD, Austin, TX, 787320000","4800 STEINER RANCH BLVD, Austin, TX, 787320000",30.38234,-97.874374
155,8600 BRODIE LN,787450000,202,253780.821782,2002,Austin,TX,G25,N14,L48,P03,C10,J03,S01,T47,,,Q00,A01,Q04,,,B05,ALL,ACC,CA8,"8600 BRODIE LN, Austin, TX, 787450000","8600 BRODIE LN, Austin, TX, 787450000",30.197472,-97.84098
156,12800 HARRISGLENN DR,787530000,201,280631.840796,2001,Austin,TX,G17,N14,L50,P01,C10,J01,S13,,,,,A01,,,,B10,ALL,ACC,CA7,"12800 HARRISGLENN DR, Austin, TX, 787530000","12800 HARRISGLENN DR, Austin, TX, 787530000",30.400059,-97.652534
157,9415 MC NEIL DR,787500000,201,281666.666667,2012,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA10,"9415 MC NEIL DR, Austin, TX, 787500000","9415 MC NEIL DR, Austin, TX, 787500000",30.3952894918,-97.8277712216
158,1900 SIMOND AVE,787230000,200,397325.5,2014,Austin,TX,G25,N14,L46,P01,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"1900 SIMOND AVE, Austin, TX, 787230000","1900 SIMOND AVE, Austin, TX, 787230000",30.297127,-97.70472
159,1901 ONION CREEK PKWY,787480000,200,229424.395,2008,Austin,TX,G21,N25,L47,P03,C10,J03,S01,T46,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"1901 ONION CREEK PKWY, Austin, TX, 787480000","1901 ONION CREEK PKWY, Austin, TX, 787480000",30.137213,-97.798065
160,7707 IH 35,787440000,200,299938.0,,Austin,TX,G35,N21,L48,P04,C10,J04,S01,T46,,,,A01,,,,B05,ALL,ACC,CA2,"7707 IH 35, Austin, TX, 787440000","7707 IH 35, Austin, TX, 787440000",30.1801763388,-97.7769171548
161,14200 THE LAKES BLVD,786600000,199,250636.0,,Austin,TX,G17,N14,L46,P01,CEJ,J01,S13,,M23,E02,,A01,,,,B10,ALL,AC2,,"14200 THE LAKES BLVD, Austin, TX, 786600000","14200 THE LAKES BLVD, Austin, TX, 786600000",30.4285631578,-97.6650780077
162,2800 BARTONS BLUFF LN,787460000,199,321798.994975,1986,Austin,TX,G21,N14,L48,P03,C10,J03,S04,,,,Q00,A01,Q05,,,B05,ALL,ACC,CA8,"2800 BARTONS BLUFF LN, Austin, TX, 787460000","2800 BARTONS BLUFF LN, Austin, TX, 787460000",30.254555,-97.79741
163,7200 EASY WIND DR,787520000,199,,,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"7200 EASY WIND DR, Austin, TX, 787520000","7200 EASY WIND DR, Austin, TX, 787520000",30.340845,-97.71887
164,11210 FM 2222 RD,787300000,198,,,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA6,"11210 FM 2222 RD, Austin, TX, 787300000","11210 FM 2222 RD, Austin, TX, 787300000",30.399828256,-97.8509654364
165,2104 ANDERSON LN,787520000,198,39001.7878788,,Austin,TX,G35,N14,L46,P01,C10,J01,S11,,,,,A01,,,,B10,ALL,ACC,CA1,"2104 ANDERSON LN, Austin, TX, 787520000","2104 ANDERSON LN, Austin, TX, 787520000",30.3294145554,-97.6785481915
166,2600 LAKE AUSTIN BLVD,787030000,198,154440.0,1997,Austin,TX,G25,N14,L48,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA10,"2600 LAKE AUSTIN BLVD, Austin, TX, 787030000","2600 LAKE AUSTIN BLVD, Austin, TX, 787030000",30.280025,-97.77456
167,300 BOWIE ST,787030000,198,611919.0,2007,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"300 BOWIE ST, Austin, TX, 787030000","300 BOWIE ST, Austin, TX, 787030000",30.268656,-97.75372
168,311 BOWIE ST,787030000,198,1163171.71717,2014,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"311 BOWIE ST, Austin, TX, 787030000","311 BOWIE ST, Austin, TX, 787030000",30.268702,-97.753685
169,6607 BRODIE LN,787450000,198,256965.252525,1997,Austin,TX,G21,N14,L48,P03,C10,J03,S01,T47,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"6607 BRODIE LN, Austin, TX, 787450000","6607 BRODIE LN, Austin, TX, 787450000",30.2172037863,-97.8282058108
170,1006 BANISTER LN,787040000,197,132177.664975,1986,Austin,TX,G21,N14,L49,P04,C10,J04,S01,T42,,,Q00,A01,Q05,,,B05,ALL,ACC,CA3,"1006 BANISTER LN, Austin, TX, 787040000","1006 BANISTER LN, Austin, TX, 787040000",30.229334,-97.77433
171,13838 THE LAKES BLVD,786600000,197,,,Austin,TX,G17,N14,L46,P01,CEJ,J01,S13,,M23,E02,,A01,,,,B10,ALL,AC2,,"13838 THE LAKES BLVD, Austin, TX, 786600000","13838 THE LAKES BLVD, Austin, TX, 786600000",30.4231040569,-97.6651343452
172,9009 GREAT HILLS TRL,787590000,197,227664.974619,1983,Austin,TX,G10,N14,L49,P03,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"9009 GREAT HILLS TRL, Austin, TX, 787590000","9009 GREAT HILLS TRL, Austin, TX, 787590000",30.391401,-97.758606
173,9807 FM 620 RD,787260000,197,,,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA6,"9807 FM 620 RD, Austin, TX, 787260000","9807 FM 620 RD, Austin, TX, 787260000",30.4376344382,-97.8379802959
174,4527 LAMAR BLVD,787510000,196,395372.44898,2013,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA9,"4527 LAMAR BLVD, Austin, TX, 787510000","4527 LAMAR BLVD, Austin, TX, 787510000",30.313847,-97.73724
175,8800 IH 35,787530000,196,,,Austin,TX,G35,N14,L50,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"8800 IH 35, Austin, TX, 787530000","8800 IH 35, Austin, TX, 787530000",30.3519592975,-97.6924386453
176,1015 YAGER LN,787530000,195,204146.0,1984,Austin,TX,G17,N14,L50,P01,C10,J01,S13,,,,,A01,,,,B10,ALL,ACC,CA1,"1015 YAGER LN, Austin, TX, 787530000","1015 YAGER LN, Austin, TX, 787530000",30.392427,-97.66154
177,1300 RIVERSIDE DR,787410000,195,443612.0,2009,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA9,"1300 RIVERSIDE DR, Austin, TX, 787410000","1300 RIVERSIDE DR, Austin, TX, 787410000",30.247726,-97.73409
178,3300 WELLS BRANCH PKWY,787280000,194,287682.484536,2015,Austin,TX,G17,N14,L50,P02,CEJ,J02,S14,,M21,E02,,A01,,,L02,B10,ALL,ACC,,"3300 WELLS BRANCH PKWY, Austin, TX, 787280000","3300 WELLS BRANCH PKWY, Austin, TX, 787280000",30.44008,-97.696106
179,6600 ED BLUESTEIN BLVD,787230000,193,129623.450777,1987,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"6600 ED BLUESTEIN BLVD, Austin, TX, 787230000","6600 ED BLUESTEIN BLVD, Austin, TX, 787230000",30.308067,-97.661446
180,2223 WATERLOO CITY LN,787410000,191,343546.902618,2013,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2223 WATERLOO CITY LN, Austin, TX, 787410000","2223 WATERLOO CITY LN, Austin, TX, 787410000",30.242542,-97.724174
181,11119 ALTERRA PKWY,787580000,190,325920.0,2014,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"11119 ALTERRA PKWY, Austin, TX, 787580000","11119 ALTERRA PKWY, Austin, TX, 787580000",30.397554,-97.72118
182,1333 SHORE DISTRICT DR,787410000,190,,,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"1333 SHORE DISTRICT DR, Austin, TX, 787410000","1333 SHORE DISTRICT DR, Austin, TX, 787410000",30.243671,-97.72675
183,3621 SLAUGHTER LN,787490000,190,,,Austin,TX,G25,N14,L47,P03,C10,J03,S01,T47,,,Q00,A01,Q04,,,B05,ALL,ACC,CA8,"3621 SLAUGHTER LN, Austin, TX, 787490000","3621 SLAUGHTER LN, Austin, TX, 787490000",30.18436,-97.85172
184,3401 LAMAR BLVD,787040000,188,603522.123404,2013,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3401 LAMAR BLVD, Austin, TX, 787040000","3401 LAMAR BLVD, Austin, TX, 787040000",30.24076,-97.78625
185,11700 METRIC BLVD,787580000,187,221973.262032,1984,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"11700 METRIC BLVD, Austin, TX, 787580000","11700 METRIC BLVD, Austin, TX, 787580000",30.396448,-97.705734
186,12501 LONGHORN PKWY,787320000,186,9100.0,,Austin,TX,G25,N14,L47,P02,CEJ,J02,S10,,,E06,,A01,,,,B10,ALL,ACC,,"12501 LONGHORN PKWY, Austin, TX, 787320000","12501 LONGHORN PKWY, Austin, TX, 787320000",30.352398,-97.9099
187,2900 CENTURY PARK BLVD,787270000,186,138114.516129,2004,Austin,TX,G17,N14,L50,P01,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA7,"2900 CENTURY PARK BLVD, Austin, TX, 787270000","2900 CENTURY PARK BLVD, Austin, TX, 787270000",30.434092,-97.69463
