STREET1,STREET2,Distance,Lat,Lon
CEDAR POINT DR,SHADY PARK DR,0.021057277,30.2922856,-97.6854389
CHARLES ST,PICKLE DR,0.0543587436,,
BROOKSWOOD AVE,SHADY LN,0.067895898,,
BANDERA RD,BERENE AVE,0.0571744114,,
CHARLES ST,HENNINGER ST,0.0338308038,,
REDONDO DR,RIBBECKE AVE,0.0950333503,,
BENTSEN LN,KRUEGER LN,0.0394418356,30.2894513,-97.668515
MARTIN LUTHER KING JR BLVD,TEMPLE DR,0.0493145506,30.2850509,-97.6877512
STUART CIR,STUART CT,0.0208002258,30.2612327,-97.6860829
MAP CIR,MUNSON ST,0.018449866,30.2690051,-97.6918354
ED BLUESTEIN BLVD SVRD,MARTIN LUTHER KING JR BLVD,0.0726244436,,
MARTIN LUTHER KING JR BLVD,SPRINGDALE RD,0.0185436537,30.2858346,-97.6826564
AIRPORT BLVD,MUNSON ST,0.0827837081,,
HUTCHINSON DR,TOWER TRL,0.0309583321,,
DELANO ST,ELEANOR ST,0.0384433663,,
GUNTER ST,WAYNEROY DR,0.0734228387,,
PECAN SPRINGS RD,SPRINGDALE RD,0.0245583156,30.2900486,-97.6799116
DELONEY ST,PEREZ ST,0.0368709833,,
LEMON TREE PATH,STAR JASMINE DR,0.0210199897,,
LITTLE HILL CIR,SHERWYN DR,0.0409020645,30.2805558,-97.6624032
RICHARDINE AVE,SARA DR,0.0822446273,,
DON ANN ST,SAUCEDO ST,0.0643356197,,
12TH ST,RIDGE DR,0.0079398959,30.2771418,-97.6986839
ELMIRA RD,OVERHILL DR,0.0475539594,,
13TH ST,MC KINLEY AVE,0.0176932092,30.2773119,-97.7024784
HOWDEN CIR,SINGLE SHOT CIR,0.0242968205,30.2910257,-97.6766101
ARTHUR STILES RD,THURGOOD CIR,0.0417706803,30.2623942,-97.6770303
MEANDER DR,ROB SCOTT ST,0.0454236265,,
FOUNTAIN GRASS LN,SWEET ANNIE PATH,0.050900188,,
16TH ST,MC KINLEY AVE,0.037832515,30.2795823,-97.7029517
JAIN LN,STUART CT,0.0262827011,30.2617139,-97.6852524
WEBBERVILLE RD,WOODMOOR DR,0.030010852,30.2831514,-97.6742168
HILLDALE DR,YORK HILL DR,0.0494379254,,
OAK SPRINGS DR,TILLERY ST,0.0896909523,30.2733916,-97.6991389
ABBATE CIR,WAYNEROY DR,0.0306416163,30.2725469,-97.6943046
STONE GATE CIR,WOODMOOR CIR,0.0918386297,,
MULBERRY GROVE LN,SWEET ANNIE PATH,0.0287776599,,
LOTT AVE,PROCK LN,0.0286640837,30.267589,-97.6837814
ADINA ST,OAK CLIFF DR,0.080499465,,
FOUNTAIN GRASS LN,SEEDLING PATH,0.0480765798,,
AIRPORT BLVD,LOVINGOOD DR,0.0769976988,,
17TH ST,TILLERY ST,0.0287324315,30.2803024,-97.7011925
BREEDLOVE CT,PENNSYLVANIA AVE,0.0695917917,,
STILES CV,THURGOOD CIR,0.0933694196,30.2623942,-97.6770303
BUNDYHILL DR,WALDEN CIR,0.0331578109,30.289156,-97.6772733
GRANT ST,PENNSYLVANIA AVE,0.0729920827,,
MAP CIR,PROCK LN,0.0466397228,,
DEWEY ST,SPUR ST,0.0323217866,30.2707284,-97.6885011
GRANDE CT,PERSHING DR,0.0245766919,30.2852017,-97.7002679
BLUESTEIN DR,WILCAB RD,0.069449831,30.2725045,-97.6733192
OLDFORT HILL DR,WALWORTH ST,0.0321072525,30.28953,-97.6734074
MONTICELLO CIR,VICTORIA DR,0.0219164856,30.2835971,-97.6893915
HUDSON ST,LOTT AVE,0.080977839,,
GRANDE CT,GREENWOOD AVE,0.0388086191,,
SARA DR,SPUR ST,0.047447411,30.2698311,-97.6891935
MARTIN LUTHER KING JR BLVD,WEBBERVILLE RD,0.0966252478,,
51ST ST,SPRINGDALE RD,0.0425458363,30.2936364,-97.677807
DENFIELD ST,TANNEY ST,0.0391770491,30.2725182,-97.6893704
SARA DR,SAUCEDO ST,0.0725259287,,
MANSELL AVE,WEBBERVILLE RD,0.0388081791,,
EBERT AVE,SARA DR,0.0249563561,30.2676358,-97.6871332
BERGER ST,MASON AVE,0.0641527066,,
BUNDYHILL CIR,MARTIN LUTHER KING JR BLVD,0.0734988941,30.2863627,-97.6773048
SEEDLING PATH,STAR DANCE PATH,0.0964291263,,
LESLIE AVE,REDONDO DR,0.0858884611,,
SHADY PARK DR,WINDY BROOK DR,0.0383018729,30.292663,-97.6863586
E M FRANKLIN AVE,TURTLE SPRING CT,0.0283317495,,
16TH ST,LUNA ST,0.0192928211,30.2813944,-97.6914145
CREEKWOOD RD,WINDY BROOK DR,0.0678728828,30.2940005,-97.6863594
GOLDEN CANARY LN,STAR JASMINE CT,0.0623909457,,
HOWARD RD,SHELTON RD,0.0566870627,30.2622377,-97.6725249
MULBERRY GROVE LN,STAR DANCE PATH,0.026828595,,
STONE GATE DR,WEBBERVILLE RD,0.0286390327,30.2827567,-97.6756646
BERENE AVE,PENNY ST,0.0675991814,,
DESIRABLE DR,JAIN LN,0.0158300546,30.2624131,-97.6864761
OAK SPRINGS DR,TANNEY ST,0.0930875426,,
EASTDALE DR,HILLDALE DR,0.0468764043,,
MAHAN DR,STUART CIR,0.0380340484,,
BUNDY CREST CIR,BUNDYHILL DR,0.0247596905,30.289156,-97.6772733
LOVINGOOD DR,TILLERY ST,0.0536113767,,
CHASE CIR,J J SEABROOK DR,0.0304759078,,
OLDFORT HILL DR,RUSSET HILL DR,0.0404399786,,
ALF AVE,MUNSON ST,0.0517409353,,
ELMSGROVE DR,STONE GATE DR,0.0284226447,30.2848991,-97.6772213
BAKER ST,WEBBERVILLE RD,0.0920073946,,
EBERT AVE,GARLAND AVE,0.0900258873,,
12TH ST,E M FRANKLIN AVE,0.0148826085,30.277793,-97.694546
ELMSGROVE DR,SCOTTSDALE RD,0.0926603158,,
LOVELL DR,WINDY BROOK DR,0.0293223016,30.29138,-97.6868595
ARTHUR STILES RD,THURGOOD AVE,0.0229205822,30.2623942,-97.6770303
JAIN LN,PERRY RD,0.0381420714,30.2609166,-97.6838609
17TH ST,E M FRANKLIN AVE,0.0159366919,30.2813583,-97.6954628
EBERT AVE,LEDESMA RD,0.0593530267,,
ALF AVE,SPRINGDALE RD,0.0343291146,30.2688035,-97.6934815
STEVEN CREEK WAY,STUART CIR,0.0972691987,,
MARTIN LUTHER KING JR BLVD,RUSSET HILL DR,0.0287023225,30.2866747,-97.6740025
ALF AVE,DON ANN ST,0.0335093595,30.2674302,-97.6906767
MENDOZA DR,RAINBOW RIDGE CIR,0.0753714173,,
MARKS CIR,PROCK LN,0.0473502196,,
E M FRANKLIN AVE,MANOR RD,0.0908163985,30.2890582,-97.6986112
DELONEY ST,J J SEABROOK DR,0.0888998782,,
DON ANN ST,MARKS CIR,0.0388744853,,
BASSWOOD LN,MEDFORD DR,0.025460092,30.2949486,-97.6791639
HEFLIN LN,MARTIN LUTHER KING JR BLVD,0.0158005769,30.2858603,-97.682419
CHRISTIE DR,TURA LN,0.0197137715,30.2680234,-97.6813585
CELESTE CIR,HILLSPRING CIR,0.0964614081,,
GREENWOOD AVE,PALO PINTO DR,0.0613689602,,
MARTIN LUTHER KING JR BLVD,WOODMOOR DR,0.0800792991,,
BROOKSWOOD AVE,WILCOX AVE,0.0391759744,,
BROADHILL DR,WALWORTH ST,0.0223317595,30.2899161,-97.6742653
SINGLE SHOT CIR,STAR JASMINE DR,0.072334594,,
CEDAR POINT DR,LOVELL DR,0.0227353205,30.2910906,-97.6862522
GOODWIN AVE,TILLERY ST,0.0429032507,30.269578,-97.7005339
EASTDALE DR,TANNEHILL LN,0.0471177465,,
DELORES AVE,FORT BRANCH BLVD,0.0847898188,,
HARVEY ST,OAK GROVE AVE,0.0361141728,,
REDONDO DR,WEBBERVILLE RD,0.0461890599,,
ELMIRA RD,GLOMAR AVE,0.0883365528,,
CRYSTAL STREAM PASS,GOLDEN CANARY LN,0.0282775083,,
GOLDEN CANARY LN,SPRINGDALE RD,0.0700371471,,
DENFIELD ST,SPRINGDALE RD,0.0798890411,,
HAROLD CT,TANNEHILL LN,0.0776599065,,
MANSELL AVE,NICKOLS AVE,0.0926233895,,
14TH HALF ST,AIRPORT BLVD,0.0865040523,,
HUDSON ST,WILCAB RD,0.0726516049,,
E M FRANKLIN AVE,GRANT ST,0.0217859868,30.2770132,-97.6941955
LOTT AVE,OMEGA AVE,0.0444168533,,
ROB SCOTT ST,WEBBERVILLE RD,0.0457593598,,
GREENWOOD AVE,RIDGE DR,0.0371069751,30.620179,-97.7016829
CHRISTIE DR,LEDESMA RD,0.0173352836,30.2692948,-97.6805169
MEANDER DR,RHODES RD,0.0665465265,,
COMETA ST,LESLIE AVE,0.0841327395,30.2814483,-97.6902045
BLUESTEIN DR,ED BLUESTEIN BLVD,0.0743564618,30.2731073,-97.6685914
17TH ST,LOVINGOOD DR,0.0241957519,30.2806008,-97.7019904
ELEANOR ST,LEDESMA RD,0.0463523842,,
DELONEY ST,MARTIN LUTHER KING JR BLVD,0.025952407,30.2840702,-97.6940045
DENFIELD ST,SARA DR,0.0449668785,30.271396,-97.6901273
GARDNER CV,GARDNER RD,0.0192854439,30.261436,-97.6801892
12TH ST,13TH ST,0.0252731223,29.882898,-97.861324
AIRPORT BLVD,BENGSTON ST,0.0574460511,,
SEEDLING PATH,SERENADE ST,0.0240721715,,
DENVER AVE,PALO PINTO DR,0.04466073,30.2859413,-97.7006254
ED BLUESTEIN BLVD,ED BLUESTEIN BLVD SVRD,0.0623755839,,
16TH ST,AIRPORT BLVD,0.0073281068,30.2797145,-97.7021682
EASTDALE DR,MARTIN LUTHER KING JR BLVD,0.0164752711,30.2865008,-97.6704544
GRASSLAND DR,OLIVE SPARROW DR,0.0178833407,,
SANTA ANNA ST,STAR LIGHT TER,0.0779639882,,
HEFLIN LN,SPRINGDALE RD,0.0300481957,,
HUDSON ST,TANNEHILL LN,0.0437237081,,
ELEANOR ST,LOTT AVE,0.0544172601,,
GREENWOOD AVE,PENNSYLVANIA AVE,0.0190661308,30.2755202,-97.6969729
GOLDEN CANARY LN,MULBERRY GROVE LN,0.0271547166,,
CRYSTAL STREAM PASS,STAR JASMINE CT,0.0403997502,,
MARTIN LUTHER KING JR BLVD,PERSHING DR,0.0250318877,30.2830162,-97.7008536
LEDESMA RD,TANNEY ST,0.0615676378,,
ADINA ST,RHODES RD,0.0367818486,,
E M FRANKLIN AVE,PENNSYLVANIA AVE,0.0887186375,,
JAIN LN,MAHAN DR,0.0170193817,30.2619411,-97.6856335
SERENADE ST,STAR JASMINE DR,0.0200692915,,
BUNDY CREST CIR,CARSONHILL DR,0.0332734087,,
BENTSEN LN,TOWER TRL,0.0331547724,30.2899264,-97.6700631
J J SEABROOK DR,LUNA ST,0.0816935575,,
ED BLUESTEIN BLVD,TANNEHILL LN,0.0505617344,,
PROCK LN,TURA LN,0.0552183199,,
MARLO DR,RIMROCK TRL,0.0264871567,30.2900805,-97.6837857
TEMPLE DR,WILDROSE DR,0.0269724735,30.2843224,-97.6881807
DENVER AVE,PERSHING DR,0.0233066229,,
LEMON TREE PATH,SEEDLING PATH,0.0704123577,,
ELMSGROVE DR,WOODMOOR DR,0.0491493918,30.2853648,-97.676605
NORTHDALE DR,RUSSET HILL DR,0.0411984391,30.2901494,-97.6718814
13TH ST,14TH ST,0.0364220253,30.0800575,-96.0842112
BANDERA RD,FILEY CV,0.0496478492,,
COMETA ST,WALDORF AVE,0.036750169,,
CLARY WAY,E M FRANKLIN AVE,0.0214536217,,
CONNALLY LN,NORTHDALE DR,0.0488760017,,
MANSELL AVE,MENDOZA DR,0.0346838802,,
ASTOR PL,WILDROSE DR,0.0563468109,,
LOTT AVE,SHUBERG ST,0.0350554588,,
MAP CIR,MARKS CIR,0.034968854,,
LESLIE AVE,VICTORIA DR,0.0513487824,,
ELMIRA RD,FAIRPLAY CT,0.0397151957,,
RIMROCK TRL,TOUCHSTONE ST,0.0302645693,30.2906906,-97.683374
51ST ST,BASSWOOD LN,0.0570608712,,
14TH ST,TILLERY ST,0.0538340117,30.279106,-97.7009441
COMMERCE ST,DELONEY ST,0.023265366,30.2797376,-97.693171
ELMSGROVE DR,MARTIN LUTHER KING JR BLVD,0.0883965611,,
GARDNER RD,THURGOOD AVE,0.039111334,,
BAKER ST,RHODES RD,0.0787958181,,
17TH ST,MC KINLEY AVE,0.078027919,30.2803124,-97.7032794
CREST AVE,OAK SPRINGS DR,0.0555221311,30.1961494,-97.7353945
CHARTWELL DR,WINDY BROOK DR,0.0760616887,,
16TH ST,ADRIANE DR,0.0370009063,30.2814665,-97.6909243
BUNDYHILL DR,SINGLE SHOT CIR,0.0310532993,,
RUSSET HILL DR,YORK HILL DR,0.016780805,30.2873478,-97.6735958
ALF AVE,MAP CIR,0.0959927807,,
OMEGA AVE,PROCK LN,0.0187273424,30.2676107,-97.6826342
16TH ST,WALDORF AVE,0.0811294796,,
GOLDEN CANARY LN,STAR JASMINE DR,0.0659468046,,
KIRK AVE,SPRINGDALE RD,0.0575104193,,
KRUEGER LN,NORTHDALE DR,0.0934914434,,
COMETA ST,J J SEABROOK DR,0.0892868816,,
LOUIS AVE,SPRINGDALE RD,0.086904774,,
ASTOR PL,MARTIN LUTHER KING JR BLVD,0.0574457362,30.2852486,-97.686453
NICKOLS AVE,WEBBERVILLE RD,0.049095231,,
NORTHDALE DR,TANNEHILL LN,0.0192690744,30.2879959,-97.6683446
MEDFORD DR,PECAN SPRINGS RD,0.0970607648,,
GUNTER ST,HENNINGER ST,0.0885428281,,
CAMBRIDGE CT,PALO PINTO DR,0.0853542501,,
GARDNER RD,STILES CV,0.0993813655,,
NIGHT OWL LN,SPRINGDALE RD,0.0147690228,,
KLEBERG LN,MARLO DR,0.0683797309,30.2904387,-97.6851174
MENDOZA DR,REYES ST,0.0864802452,,
MONTICELLO CIR,WILDROSE DR,0.0485867111,,
BENTSEN LN,HUTCHINSON DR,0.0389212909,30.289634,-97.6694088
ADRIANE DR,COMETA ST,0.0522888747,,
12TH ST,PEREZ ST,0.047604198,30.2782161,-97.6917856
ADINA ST,SCOTTSDALE RD,0.0672149646,,
MC CURDY ST,TILLEY ST,0.0297927511,30.2916598,-97.6950288
EASTFIELD AVE,LOUIS AVE,0.0373127869,,
TERRY DR,TURA LN,0.0203608287,30.2676185,-97.6804605
AIRPORT BLVD,RIDGE DR,0.0604938912,30.746665,-99.1815563
DELORES AVE,LOUIS AVE,0.0433403689,,
HILLDALE DR,MARTIN LUTHER KING JR BLVD,0.0197480485,30.2866853,-97.6715591
FAIRPLAY CT,KITTY AVE,0.0405183091,,
16TH ST,PEREZ ST,0.0354641209,30.2812346,-97.6924199
MAP CIR,SPRINGDALE RD,0.0791182888,30.2523854,-97.7037806
TILLEY ST,TOM MILLER ST,0.0303283244,30.2909675,-97.6950122
CHARTWELL DR,LOVELL DR,0.0214253199,30.2919553,-97.6881112
CONNALLY LN,TOWER TRL,0.0094326807,30.2902436,-97.6700465
CHICO ST,ESTES AVE,0.0185287673,30.269172,-97.6841084
BROADHILL DR,BUNDYHILL CIR,0.0393813325,,
CARMEL DR,J J SEABROOK DR,0.0789440717,,
ESTES AVE,RICHARDINE AVE,0.0480821398,,
LOTUS LN,THURGOOD AVE,0.0241363845,30.2621665,-97.6792228
DON ANN ST,PROCK LN,0.0287917125,30.2693031,-97.6894854
16TH ST,LESLIE AVE,0.0296695906,30.282365,-97.6883474
FOUNTAIN GRASS LN,STAR DANCE PATH,0.0277478554,,
BROADHILL DR,BUNDYHILL DR,0.0479354514,,
MARTIN LUTHER KING JR BLVD,SCOTTSDALE RD,0.0525385402,30.2862205,-97.6788733
CHRISTIE DR,PROCK LN,0.0562491321,,
EBERT AVE,SPUR ST,0.0950257589,,
DARBY ST,WILCAB RD,0.0455269927,30.2710093,-97.6699326
GREENWOOD AVE,MARTIN LUTHER KING JR BLVD,0.0193572684,30.2834377,-97.6981389
FILEY CV,ROB SCOTT ST,0.0800862475,,
BREEDLOVE CT,GREENWOOD AVE,0.0263924934,30.2766835,-97.6972224
RIBBECKE AVE,WALLY AVE,0.0698511124,,
AIRPORT BLVD,GOODWIN AVE,0.0193925026,30.2681023,-97.696273
16TH ST,LOVINGOOD DR,0.0657381847,,
ADINA ST,FILEY CV,0.0345010681,,
PECAN SPRINGS RD,TOUCHSTONE ST,0.0430317453,30.2892783,-97.6804153
AIRPORT BLVD,MARTIN LUTHER KING JR BLVD,0.0229178176,30.2825403,-97.7039869
J J SEABROOK DR,MARTIN LUTHER KING JR BLVD,0.0355831555,30.2846045,-97.6905932
JOLENA CIR,THURGOOD AVE,0.0214650797,30.2620321,-97.6745904
FILEY CV,REDONDO DR,0.0845372258,,
AIRPORT BLVD,THOMPSON ST,0.0591420572,,
BERGER ST,DEWEY ST,0.0261635698,30.2703043,-97.6876391
KITTY AVE,LESLIE AVE,0.0423210129,,
BROOKSWOOD AVE,SAUCEDO ST,0.0631386366,,
GUNTER ST,MUNSON ST,0.0225406025,30.2708298,-97.6961468
MARK ST,SPUR ST,0.0407687564,,
ADINA ST,MEANDER DR,0.041528551,,
CLARY WAY,TURTLE SPRING CT,0.0359871669,,
BUNDYHILL DR,HOWDEN CIR,0.0235620537,30.2906686,-97.6758412
EASTFIELD AVE,SANTA ANNA ST,0.0942817274,,
ALF AVE,MARKS CIR,0.0952739513,,
CHARLES ST,GUNTER ST,0.0291459527,30.267767,-97.697564
AIRPORT BLVD,MC KINLEY AVE,0.0402380798,,
JAIN LN,STUART CIR,0.0229285238,30.2617139,-97.6852524
KIRK AVE,THOMPSON ST,0.0282800646,30.265655,-97.6968402
MANOR RD,TILLEY ST,0.0581642801,30.2901731,-97.6949854
GRASSLAND DR,SPRINGDALE RD,0.0145250359,,
KITTY AVE,OVERHILL DR,0.0664091696,,
DENVER AVE,GRANDE CT,0.07112603,,
BERGER ST,SAUCEDO ST,0.0674469304,,
OAK GROVE AVE,OAK SPRINGS DR,0.084559182,30.3814436,-97.670271
MARTIN LUTHER KING JR BLVD,TANNEHILL LN,0.0279857196,30.286317,-97.6694294
BERGER ST,SPUR ST,0.0496977834,,
LORETO DR,PERSHING DR,0.0788838324,,
12TH ST,AIRPORT BLVD,0.0280126509,30.2768544,-97.7003386
CAMBRIDGE CT,GREENWOOD AVE,0.0491284584,,
ED BLUESTEIN BLVD,MARTIN LUTHER KING JR BLVD,0.0574691654,30.2882,-97.6651635
14TH HALF ST,14TH ST,0.0484045602,,
MARTIN LUTHER KING JR BLVD,OVERHILL DR,0.0181764576,30.285537,-97.6846274
SINGLE SHOT CIR,STAR JASMINE CT,0.0755022225,,
OLIVE SPARROW DR,SPRINGDALE RD,0.0382089349,,
OAK SPRINGS DR,SPRINGDALE RD,0.0547336157,30.2735453,-97.690416
ESTES AVE,PROCK LN,0.0433209497,30.267507,-97.6851266
BAKER ST,HEFLIN LN,0.0486751843,,
CRYSTAL STREAM PASS,STAR JASMINE DR,0.0551654665,,
51ST ST,LEMON TREE PATH,0.074327106,,
BANDERA RD,RHODES RD,0.0228997912,30.2826189,-97.6808069
CHARLES ST,GOODWIN AVE,0.0270470298,,
J J SEABROOK DR,VICTORIA DR,0.0334347272,,
VICTORIA DR,WILDROSE DR,0.0476133634,,
HILLSPRING CIR,MARTIN LUTHER KING JR BLVD,0.0520122061,,
12TH ST,GREENWOOD AVE,0.0207564857,30.2775266,-97.696117
MUNSON ST,PROCK LN,0.0859616509,,
MAP ST,SARA DR,0.0414863387,30.2718115,-97.6908619
DOWNS DR,MEANDER DR,0.0648596436,32.7015469,-95.8874974
AIRPORT BLVD,SPRINGDALE RD,0.020140054,30.2655736,-97.6955164
GOODWIN AVE,HENNINGER ST,0.0892464727,,
BUNDY CREST CIR,WALDEN CIR,0.0848384322,30.289156,-97.6772733
JAIN LN,STEVEN CREEK WAY,0.0967995817,,
MARTIN LUTHER KING JR BLVD,YORK HILL DR,0.032027177,,
SINGLE SHOT CIR,WALDEN CIR,0.006250556,30.2899659,-97.6776046
SPRINGDALE RD,THOMPSON ST,0.0202703025,30.265252,-97.6957333
SPRINGDALE RD,TOUCHSTONE ST,0.0266376419,30.2892783,-97.6804153
14TH HALF ST,MC KINLEY AVE,0.0159059708,,
MANOR RD,TOM MILLER ST,0.0380384787,,
CHARTWELL DR,MANOR RD,0.0942060933,,
51ST ST,STAR JASMINE CT,0.0945643084,,
MARTIN LUTHER KING JR BLVD,PEREZ ST,0.0355661328,30.2842275,-97.6930222
SANTA ANNA ST,WEBBERVILLE RD,0.0382550725,,
18TH ST,LOVINGOOD DR,0.0150220094,30.2812268,-97.7024316
SEEDLING PATH,STAR JASMINE DR,0.0218352295,,
LEDESMA RD,REYES ST,0.0459289147,,
CREST AVE,OAK GROVE AVE,0.0163533763,30.2740812,-97.7023667
STAR JASMINE CT,STAR JASMINE DR,0.0288310978,,
14TH ST,MC KINLEY AVE,0.014247238,30.2780662,-97.7026327
FAIRPLAY CT,SPRINGDALE RD,0.0578951629,,
BASSWOOD LN,HALMARK DR,0.0296376841,,
AIRPORT BLVD,OAK SPRINGS DR,0.0212448331,30.2736074,-97.6979249
HILLSPRING CIR,SCOTTSDALE RD,0.0106094776,30.2854926,-97.6790691
BROOKSWOOD AVE,EBERT AVE,0.0619405769,,
FOUNTAIN GRASS LN,STAR JASMINE DR,0.0352271453,30.5874509,-97.6675463
NORTHDALE DR,YORK HILL DR,0.0457933675,30.2897042,-97.6709517
ABBATE CIR,GUNTER ST,0.0229912857,30.2727621,-97.6952514
DENFIELD ST,MARK ST,0.0377415429,,
LORETO DR,MARTIN LUTHER KING JR BLVD,0.0195804405,30.2829779,-97.7011103
BUNDYHILL CIR,BUNDYHILL DR,0.0319050669,30.2873551,-97.6773873
EBERT AVE,RICHARDINE AVE,0.040212779,,
ADRIANE DR,J J SEABROOK DR,0.0177126156,30.2823765,-97.6910069
DARBY ST,ED BLUESTEIN BLVD,0.0608906253,,
PROCK LN,RICHARDINE AVE,0.0135521162,30.2674559,-97.6860824
969 RD,ED BLUESTEIN BLVD,0.0464295939,,
BENTSEN LN,NORTHDALE DR,0.0221230487,,
CEDAR POINT DR,WINDY BROOK DR,0.039405701,,
NIGHT OWL LN,OLIVE SPARROW DR,0.0430542576,,
ESTES AVE,LOTT AVE,0.0670961282,,
NICKOLS AVE,STAR LIGHT TER,0.0923028976,,
LOVELL DR,MANOR RD,0.0077460578,30.2924348,-97.6892867
DELONEY ST,E M FRANKLIN AVE,0.0908626241,,
PERSHING DR,TILLERY ST,0.0572919026,,
MARK ST,TANNEY ST,0.0389519267,30.2721452,-97.6886205
CHRISTIE DR,TERRY DR,0.0505393764,,
LOTUS LN,STILES CV,0.0353718131,30.2607048,-97.6782385
LESLIE AVE,WALDORF AVE,0.0481520648,,
BANDERA RD,OVERHILL DR,0.0440650204,30.2841395,-97.6837314
MARK ST,SARA DR,0.0412163229,30.2707079,-97.6897132
51ST ST,MEDFORD DR,0.0605779393,,
FOUNTAIN GRASS LN,SERENADE ST,0.0357309524,,
SAMUEL HUSTON AVE,TECHNI CENTER DR,0.019457637,30.2793859,-97.673948
DELORES AVE,MANSELL AVE,0.0319588277,30.2763522,-97.686093
17TH ST,AIRPORT BLVD,0.0771454122,,
LEDESMA RD,SPRINGDALE RD,0.0107387689,30.2740168,-97.6901542
CHARTWELL DR,LOVELL DR,0.0214253199,30.2919553,-97.6881112
BERGER ST,LEDESMA RD,0.015721471,30.2722702,-97.6864053
ASTOR PL,MARCUS PL,0.0345816437,,
DARBY ST,HUDSON ST,0.0532622431,30.2694115,-97.6708286
THURGOOD AVE,THURGOOD CIR,0.0271678551,30.2622064,-97.6760725
ED BLUESTEIN BLVD,HIBBETTS RD,0.0666350883,,
LOVINGOOD DR,MC KINLEY AVE,0.0653888922,,
18TH ST,LORETO DR,0.0639799593,,
AIRPORT BLVD,KAY ST,0.03661293,,
GREENWOOD AVE,PERSHING DR,0.03465606,30.2866341,-97.6996609
LOUIS AVE,MANSELL AVE,0.0333948635,30.2755946,-97.686566
DELANO ST,FORT BRANCH BLVD,0.0110481942,30.278137,-97.6799049
CAMBRIDGE CT,GRANDE CT,0.0404917091,30.4687003,-97.6427836
BROADHILL DR,NORTHDALE DR,0.0870497362,,
FORT BRANCH BLVD,LOTT AVE,0.0403910211,,
BROADHILL DR,OLDFORT HILL DR,0.0330337025,,
LOVELL DR,MARLO DR,0.0678388571,,
BANDERA RD,KITTY AVE,0.0563929456,,
LEDESMA RD,RICHARDINE AVE,0.0228190878,30.2719267,-97.6856149
12TH ST,WEBBERVILLE RD,0.0224250134,30.2781351,-97.6849652
J J SEABROOK DR,PEREZ ST,0.0201549653,30.2822093,-97.6926124
LESLIE AVE,SPRINGDALE RD,0.0230261132,30.2825288,-97.6848111
BUNCHE RD,DOWNS DR,0.0256511818,,
CHICO ST,GARLAND AVE,0.0172410471,30.2695735,-97.6850063
REDONDO DR,WALLY AVE,0.0990169863,,
BERENE AVE,MEANDER DR,0.0466539118,,
SANTA ANNA ST,SPRINGDALE RD,0.0607382887,30.2759611,-97.6890065
GARDNER CV,LOTUS LN,0.0446675363,30.2617768,-97.6793189
PECAN SPRINGS RD,RIMROCK TRL,0.0339970637,30.2914482,-97.6828777
COMETA ST,GLOMAR AVE,0.0957547706,,
MARTIN LUTHER KING BLVD,WEBBERVILLE RD,0.0966252478,,
GOLDEN CANARY LN,STAR DANCE PATH,0.0905250859,,
OAK CLIFF DR,SPRINGDALE RD,0.0142196213,30.2848346,-97.6832929
OVERHILL DR,SPRINGDALE RD,0.0179963284,30.2841395,-97.6837314
E M FRANKLIN AVE,GREENWOOD AVE,0.0419804273,,
LORETO DR,TILLERY ST,0.0535941019,,
EASTDALE DR,NORTHDALE DR,0.0202022707,30.2885555,-97.6692169
GUNTER ST,PICKLE DR,0.035048606,30.266988,-97.6979339
BAKER ST,ROB SCOTT ST,0.0292405788,,
LEDESMA RD,MENDOZA DR,0.0206486525,30.2728755,-97.6877436
BERGER ST,MENDOZA DR,0.0931960537,,
ADINA ST,HEFLIN LN,0.0281694135,30.2839348,-97.6789923
PERRY RD,STEVEN CREEK WAY,0.0366369638,30.2598288,-97.6845462
ARTHUR STILES RD,STILES CV,0.0235617935,30.2614333,-97.6776884
HEFLIN LN,ROB SCOTT ST,0.0926323592,,
BREEDLOVE CT,RIDGE DR,0.029349417,,
LEDESMA RD,STAR LIGHT TER,0.0811978657,,
MEANDER DR,REDONDO DR,0.0143802141,30.2809256,-97.6810724
E M FRANKLIN AVE,PERSHING DR,0.073922828,30.2884962,-97.6982
12TH ST,EASTFIELD AVE,0.0821443335,,
DELANO ST,DOWNS DR,0.0447145161,33.9326044,-102.3398178
MANOR RD,PERSHING DR,0.0313239119,,
BERGER ST,RICHARDINE AVE,0.0580572286,,
ALF AVE,SAUCEDO ST,0.0203894331,30.2669205,-97.6896514
BUNDYHILL DR,CARSONHILL DR,0.0336641661,30.288128,-97.6774526
GLOMAR AVE,MARCUS PL,0.0183424411,30.2816749,-97.6870661
16TH ST,COMETA ST,0.0361486247,30.2814483,-97.6902045
ADRIANE DR,CHASE CIR,0.0400511234,30.2830876,-97.691156
SERENADE ST,STAR DANCE PATH,0.088378708,,
CARMEL DR,CHASE CIR,0.0289403002,,
GUNTER ST,THOMPSON ST,0.0290499154,30.2661926,-97.6982988
STAR DANCE PATH,STAR JASMINE DR,0.0543588801,,
18TH ST,TILLERY ST,0.0198226845,30.2813822,-97.7014196
MARTIN LUTHER KING BLVD,TANNEHILL LN,0.0279857196,30.286317,-97.6694294
BUNDYHILL CIR,CARSONHILL DR,0.0331667234,30.288128,-97.6774526
ASTOR PL,MONTICELLO CIR,0.0472343005,,
ASTOR PL,TEMPLE DR,0.0445954874,,
